Instance,Difficulty,Class,n,Capacity,TotalWeight,TotalProfit,Method,Value,Time(ms),Nodes,Optimal,OptimalKnown,Gap(%)
00Uncorrelated_n01000_R01000_s001,difficile,Unknown,1000,243069,491001,514650,Incomplete_GeneticAlgorithm,299777,5379.420042037964,5000,false,-1,-1.0
00Uncorrelated_n01000_R01000_s001,difficile,Unknown,1000,243069,491001,514650,Incomplete_TabuSearch,418452,300480.45015335083,496,false,-1,-1.0
01WeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,502012,Complete_MIP_ORTools,273036,98.77872467041016,0,true,-1,-1.0
01WeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,502012,Incomplete_Greedy_Simple,273044,3.431081771850586,0,false,-1,-1.0
01WeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,502012,Incomplete_Greedy_Random_k3,273037,756.1328411102295,0,false,-1,-1.0
01WeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,502012,Incomplete_Greedy_Probabilistic_alpha0.9,253289,752.3081302642822,0,false,-1,-1.0
01WeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,502012,Incomplete_SimulatedAnnealing,273044,5451.366662979126,11816,false,-1,-1.0
01WeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,502012,Incomplete_GeneticAlgorithm,252945,5823.805093765259,5000,false,-1,-1.0
01WeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,502012,Incomplete_TabuSearch,273044,300607.314825058,513,false,-1,-1.0
02StronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596865,Complete_MIP_ORTools,316372,182.7106475830078,0,true,-1,-1.0
02StronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596865,Incomplete_Greedy_Simple,316236,12.539863586425781,0,false,-1,-1.0
02StronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596865,Incomplete_Greedy_Random_k3,316236,956.5160274505615,0,false,-1,-1.0
02StronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596865,Incomplete_Greedy_Probabilistic_alpha0.9,301653,831.2642574310303,0,false,-1,-1.0
02StronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596865,Incomplete_SimulatedAnnealing,316236,6192.277193069458,10322,false,-1,-1.0
02StronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596865,Incomplete_GeneticAlgorithm,297443,7827.646017074585,5000,false,-1,-1.0
02StronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596865,Incomplete_TabuSearch,316236,300485.7211112976,457,false,-1,-1.0
03InverseStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,295477,596865,496865,Complete_MIP_ORTools,263977,108.62469673156738,0,true,-1,-1.0
03InverseStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,295477,596865,496865,Incomplete_Greedy_Simple,263976,1.5091896057128906,0,false,-1,-1.0
03InverseStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,295477,596865,496865,Incomplete_Greedy_Random_k3,263975,359.67183113098145,0,false,-1,-1.0
03InverseStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,295477,596865,496865,Incomplete_Greedy_Probabilistic_alpha0.9,248848,597.2752571105957,0,false,-1,-1.0
03InverseStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,295477,596865,496865,Incomplete_SimulatedAnnealing,263976,6624.528169631958,12899,false,-1,-1.0
03InverseStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,295477,596865,496865,Incomplete_GeneticAlgorithm,251257,6365.57936668396,5000,false,-1,-1.0
03InverseStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,295477,596865,496865,Incomplete_TabuSearch,263977,300019.4773674011,605,false,-1,-1.0
04AlmostStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596913,Complete_MIP_ORTools,316390,605.1552295684814,3,true,-1,-1.0
04AlmostStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596913,Incomplete_Greedy_Simple,316338,5.317211151123047,0,false,-1,-1.0
04AlmostStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596913,Incomplete_Greedy_Random_k3,316338,1586.8656635284424,0,false,-1,-1.0
04AlmostStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596913,Incomplete_Greedy_Probabilistic_alpha0.9,301874,1073.5480785369873,0,false,-1,-1.0
04AlmostStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596913,Incomplete_SimulatedAnnealing,316338,6082.96537399292,10823,false,-1,-1.0
04AlmostStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596913,Incomplete_GeneticAlgorithm,297668,7356.66298866272,5000,false,-1,-1.0
04AlmostStronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596913,Incomplete_TabuSearch,316338,300493.7117099762,424,false,-1,-1.0
05SubsetSum_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,496865,Complete_MIP_ORTools,245972,53.41529846191406,0,true,-1,-1.0
05SubsetSum_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,496865,Incomplete_Greedy_Simple,245972,5.185127258300781,0,false,-1,-1.0
05SubsetSum_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,496865,Incomplete_Greedy_Random_k3,245971,346.45676612854004,0,false,-1,-1.0
05SubsetSum_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,496865,Incomplete_Greedy_Probabilistic_alpha0.9,245971,489.49408531188965,0,false,-1,-1.0
05SubsetSum_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,496865,Incomplete_SimulatedAnnealing,245972,5455.8775424957275,11656,false,-1,-1.0
05SubsetSum_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,496865,Incomplete_GeneticAlgorithm,245972,7454.801321029663,5000,false,-1,-1.0
05SubsetSum_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,496865,Incomplete_TabuSearch,245972,300175.8780479431,525,false,-1,-1.0
06UncorrelatedWithSimilarWeights_n01000_R01000_s000,difficile,Unknown,1000,49530184,100050972,496865,Complete_MIP_ORTools,371246,80.77168464660645,0,true,-1,-1.0
06UncorrelatedWithSimilarWeights_n01000_R01000_s000,difficile,Unknown,1000,49530184,100050972,496865,Incomplete_Greedy_Simple,371246,3.938436508178711,0,false,-1,-1.0
06UncorrelatedWithSimilarWeights_n01000_R01000_s000,difficile,Unknown,1000,49530184,100050972,496865,Incomplete_Greedy_Random_k3,371238,665.5657291412354,0,false,-1,-1.0
06UncorrelatedWithSimilarWeights_n01000_R01000_s000,difficile,Unknown,1000,49530184,100050972,496865,Incomplete_Greedy_Probabilistic_alpha0.9,309504,722.3937511444092,0,false,-1,-1.0
06UncorrelatedWithSimilarWeights_n01000_R01000_s000,difficile,Unknown,1000,49530184,100050972,496865,Incomplete_SimulatedAnnealing,371246,7908.63823890686,12341,false,-1,-1.0
06UncorrelatedWithSimilarWeights_n01000_R01000_s000,difficile,Unknown,1000,49530184,100050972,496865,Incomplete_GeneticAlgorithm,286653,6028.236865997314,5000,false,-1,-1.0
06UncorrelatedWithSimilarWeights_n01000_R01000_s000,difficile,Unknown,1000,49530184,100050972,496865,Incomplete_TabuSearch,371246,300196.3846683502,542,false,-1,-1.0
07SpannerUncorrelated_n01000_R01000_s000,difficile,Unknown,1000,84660,171015,401364,Complete_MIP_ORTools,228624,301568.9284801483,22033564,false,-1,-1.0
07SpannerUncorrelated_n01000_R01000_s000,difficile,Unknown,1000,84660,171015,401364,Incomplete_Greedy_Simple,228616,4.818439483642578,0,false,-1,-1.0
07SpannerUncorrelated_n01000_R01000_s000,difficile,Unknown,1000,84660,171015,401364,Incomplete_Greedy_Random_k3,228616,283.08987617492676,0,false,-1,-1.0
07SpannerUncorrelated_n01000_R01000_s000,difficile,Unknown,1000,84660,171015,401364,Incomplete_Greedy_Probabilistic_alpha0.9,201088,252.54058837890625,0,false,-1,-1.0
07SpannerUncorrelated_n01000_R01000_s000,difficile,Unknown,1000,84660,171015,401364,Incomplete_SimulatedAnnealing,228616,2720.0026512145996,11959,false,-1,-1.0
07SpannerUncorrelated_n01000_R01000_s000,difficile,Unknown,1000,84660,171015,401364,Incomplete_GeneticAlgorithm,205260,3187.3512268066406,5000,false,-1,-1.0
07SpannerUncorrelated_n01000_R01000_s000,difficile,Unknown,1000,84660,171015,401364,Incomplete_TabuSearch,228624,300292.87242889404,663,false,-1,-1.0
08SpannerWeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,198695,401364,333768,Complete_MIP_ORTools,196050,302892.6830291748,4273344,false,-1,-1.0
08SpannerWeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,198695,401364,333768,Incomplete_Greedy_Simple,196050,10.572671890258789,0,false,-1,-1.0
08SpannerWeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,198695,401364,333768,Incomplete_Greedy_Random_k3,196050,300.6293773651123,0,false,-1,-1.0
08SpannerWeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,198695,401364,333768,Incomplete_Greedy_Probabilistic_alpha0.9,167923,393.45693588256836,0,false,-1,-1.0
08SpannerWeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,198695,401364,333768,Incomplete_SimulatedAnnealing,196050,5553.873300552368,12771,false,-1,-1.0
08SpannerWeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,198695,401364,333768,Incomplete_GeneticAlgorithm,172491,4186.990737915039,5000,false,-1,-1.0
08SpannerWeaklyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,198695,401364,333768,Incomplete_TabuSearch,196050,300057.61671066284,813,false,-1,-1.0
